date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:20:32	19128/19128	---M-Z	200	added ('OK')	text/css	etag:%224ab8-62a1c9d4-df652033e918dea0;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7816.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:32	107922/107922	---M-Z	200	added ('OK')	text/css	etag:%221a592-62a1c9d3-1b60f2a506251adb;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.6.6	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/elementor/assets/css/frontend-lite.min1ed5.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:32	1101/1101	---MCZ	200	added ('OK')	text/css	etag:W/%2245d-62a1caab-2b94a27dc71295ed;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/post-7.css?ver=1654770347	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/post-73bbb.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:32	20024/20024	---MCZ	200	added ('OK')	text/css	etag:W/%226903-62d7986e-54f3199e8d721762;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/headline-animation.css?ver=1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/headline-animation4b68.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:33	4690/4690	---MCZ	200	added ('OK')	text/css	etag:W/%22166c-62d7986e-389df0d610f06d79;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/juxtapose.css?ver=1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/juxtapose4b68.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:33	25985/25985	---M-Z	200	added ('OK')	text/css	etag:%226581-62d7986e-d6bc4186633d1ce4;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/lightgallery.css?ver=1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/lightgallery4b68.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:33	19289/19289	---MCZ	200	added ('OK')	text/css	etag:W/%224d4d-62d7986f-2c44f7dfb6f19c68;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/swiper.css?ver=1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/swiper4b68.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:34	1018/1018	---M-Z	200	added ('OK')	text/css	etag:%223fa-62d7986f-d8aece94e0574c22;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/owl-theme-default.css?ver=1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/owl-theme-default4b68.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:34	3093/3093	---MCZ	200	added ('OK')	text/css	etag:W/%22cc1-62d7986f-67a7e112392390b6;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/owl-carousel.css?ver=1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/owl-carousel4b68.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:35	5204/5204	---M-Z	200	added ('OK')	text/css	etag:%221454-62d7986f-21651ba8d8862799;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/magnific-popup.css?ver=1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/magnific-popup4b68.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:35	801/801	---MCZ	200	added ('OK')	text/css	etag:W/%22762-62d7986e-dff3e9968c94adec;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/fontello.css?ver=1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/shortcode/assets/css/fontello4b68.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:35	43101/43101	---M-Z	200	added ('OK')	text/css	etag:%22a85d-62d79715-d5dbb6c672e833ff;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/assets/css/style.css?ver=1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/cavani-core/assets/css/style4b68.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:35	17753/17753	---MCZ	200	added ('OK')	text/css	etag:W/%224624-62a1caab-467d5ca40ba014c6;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/global.css?ver=1654770347	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/global3bbb.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:36	2304/2304	---M-Z	200	added ('OK')	text/css	etag:%22900-62a5d61a-cb11ba5b63f7135b;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/post-148.css?ver=1655035418	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/elementor/css/post-1485af5.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:36	6541/6541	---MC-	200	added ('OK')	text/css	date:Thu,%2021%20Jul%202022%2004:50:36%20GMT	https://fonts.googleapis.com/css?family=Open+Sans%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i%7CPoppins%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i%7CLora%3A300%2C300i%2C400%2C400i%2C600%2C600i%2C800%2C800i%7CMontserrat%3A200%2C200%2C300%2C300i%2C400%2C400i%2C500%2C600%2C700%2C700i%2C800%2C800i&subset=latin%2Clatin-ext	C:/My%20Web%20Sites/S_profile_website/fonts.googleapis.com/cssd6f4.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:36	2207/2207	---MCZ	200	added ('OK')	text/css	etag:W/%22f79-62d7971f-eb5db99cb2a2abfb;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/fontello.css?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/fontelloe553.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:37	4285/4285	---MCZ	200	added ('OK')	text/css	etag:W/%2211bb-62d7971f-5242691d9bb4a892;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/base.css?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/basee553.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:37	1409/1409	---M-Z	200	added ('OK')	text/css	etag:%22581-62d79720-7babf174a2129780;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/skeleton.css?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/skeletone553.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:37	55046/55046	---MCZ	200	added ('OK')	text/css	etag:W/%2212545-62d79684-9e20085a2ea91115;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/style.css?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/stylee553.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:38	891/891	---MC-	200	added ('OK')	text/css	date:Thu,%2021%20Jul%202022%2004:50:38%20GMT	https://fonts.googleapis.com/css?family=Open%20Sans:400%7CPoppins:500,400%7CLora:400&display=swap&ver=1655201699	C:/My%20Web%20Sites/S_profile_website/fonts.googleapis.com/css1143.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:38	51/51	---MCZ	200	added ('OK')	text/css	etag:W/%223a-62d7971f-656a80f763f87b27;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/inline.css?ver=https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/css/inline3151.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:38	7446/7446	---MC-	200	added ('OK')	text/css	date:Thu,%2021%20Jul%202022%2004:50:39%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CPoppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.0.1	C:/My%20Web%20Sites/S_profile_website/fonts.googleapis.com/css9aa4.css	(from https://marketifythemes.net/wp/cavani/04/)
10:20:39	89521/89521	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215db1-62a19d63-bf54e2d06572fd38;gz%22	https://marketifythemes.net/wp/cavani/04/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-includes/js/jquery/jquery.minaf6c.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:39	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-62a19d61-62b1e22d8921a8b;gz%22	https://marketifythemes.net/wp/cavani/04/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:39	14592/14592	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223b8e-62d79722-57e69fca0faa9d25;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/modernizr.custom.js?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/modernizr.custome553.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:40	20244/20244	---M-Z	200	added ('OK')	application/x-javascript	etag:%224f14-62d79722-6fb3ab2b1772df60;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/magnific.popup.js?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/magnific.popupe553.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:40	169103/169103	---MCZ	200	added ('OK')	application/json	date:Thu,%2021%20Jul%202022%2004:50:40%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:41	8996/8996	---MCZ	200	added ('OK')	application/json	date:Thu,%2021%20Jul%202022%2004:50:41%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/wp/v2/pages/148	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/wp/v2/pages/148.json	(from https://marketifythemes.net/wp/cavani/04/)
10:20:41	906/906	---M-Z	200	added ('OK')	text/xml	date:Thu,%2021%20Jul%202022%2004:50:41%20GMT	https://marketifythemes.net/wp/cavani/04/xmlrpc.php?rsd	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/xmlrpc0db0.php	(from https://marketifythemes.net/wp/cavani/04/)
10:20:42	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-62a197d3-e9ef21618314e243;gz%22	https://marketifythemes.net/wp/cavani/04/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-includes/wlwmanifest.xml	(from https://marketifythemes.net/wp/cavani/04/)
10:20:42	2407/2407	---M-Z	200	added ('OK')	application/json	date:Thu,%2021%20Jul%202022%2004:50:42%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarketifythemes.net%2Fwp%2Fcavani%2F04%2F	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed4dd3.json	(from https://marketifythemes.net/wp/cavani/04/)
10:20:43	2467/2467	---M-Z	200	added ('OK')	text/xml	date:Thu,%2021%20Jul%202022%2004:50:43%20GMT	https://marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarketifythemes.net%2Fwp%2Fcavani%2F04%2F&format=xml	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-json/oembed/1.0/embed758f	(from https://marketifythemes.net/wp/cavani/04/)
10:20:44	1246/1246	---M-Z	200	added ('OK')	image/svg+xml	etag:%224de-62d7972a-3f314a424adaca86;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/svg/searching.svg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/svg/searching.svg	(from https://marketifythemes.net/wp/cavani/04/)
10:20:44	867/867	---M-Z	200	added ('OK')	image/svg+xml	etag:%22363-62d79723-4cf8d74e35131791;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/svg/cancel.svg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/svg/cancel.svg	(from https://marketifythemes.net/wp/cavani/04/)
10:20:45	1141/1141	---M--	200	added ('OK')	image/jpeg	etag:%22475-62d79882-396064782ea3ee7a;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/img/thumb/thumb-37-40.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/img/thumb/thumb-37-40.jpg	(from https://marketifythemes.net/wp/cavani/04/)
10:20:45	42633/42633	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:45%20GMT	https://marketifythemes.net/wp/cavani/04/creative-portfolio/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/creative-portfolio/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:46	50574/50574	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:46%20GMT	https://marketifythemes.net/wp/cavani/04/services/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/services/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:46	66843/66843	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:46%20GMT	https://marketifythemes.net/wp/cavani/04/about/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/about/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:46	2713/2713	---M--	200	added ('OK')	image/png	etag:%22a99-62d79721-f1276090df21a76c;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/img/retina-logo.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/img/retina-logo.png	(from https://marketifythemes.net/wp/cavani/04/)
10:20:46	2713/2713	---M--	200	added ('OK')	image/png	etag:%22a99-62d79721-e3200b4fd81971dc;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/img/logo.png	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/img/logo.png	(from https://marketifythemes.net/wp/cavani/04/)
10:20:46	245035/245035	---M--	200	added ('OK')	image/jpeg	etag:%223bd2b-62a1cacf-a96d376e0f911d3;;;%22	https://marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/4-2.jpg	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/uploads/2022/06/4-2.jpg	(from https://marketifythemes.net/wp/cavani/04/)
10:20:46	6475/6475	---M-Z	200	added ('OK')	application/x-javascript	etag:%22194b-62a19e02-de2a32bbab799e19;gz%22	https://marketifythemes.net/wp/cavani/04/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:46	45616/45616	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:46%20GMT	https://marketifythemes.net/wp/cavani/04/latest-news/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/latest-news/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:46	19142/19142	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ac6-62a19e06-79869e582459f953;gz%22	https://marketifythemes.net/wp/cavani/04/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:47	54708/54708	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:46%20GMT	https://marketifythemes.net/wp/cavani/04/get-in-touch/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/get-in-touch/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:47	9720/9720	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2225f8-62a1c9d2-22d7d96adc0f996f;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.5.6.1	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/plugins/contact-form-7/includes/js/index04dd.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:47	45081/45081	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:47%20GMT	https://marketifythemes.net/wp/cavani/04/hello-world-2/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/hello-world-2/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:47	125630/125630	---M-Z	200	added ('OK')	application/x-javascript	etag:%221eabe-62d79723-94555c1c05d4078;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/swiper.js?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/swipere553.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:48	44950/44950	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:48%20GMT	https://marketifythemes.net/wp/cavani/04/hello-world/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/hello-world/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:48	57576/57576	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:48%20GMT	https://marketifythemes.net/wp/cavani/04/how-to-take-a-break-from-yourself/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/how-to-take-a-break-from-yourself/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:48	39873/39873	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:48%20GMT	https://marketifythemes.net/wp/cavani/04/category/uncategorized/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/category/uncategorized/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:48	2466/2466	---M-Z	200	added ('OK')	application/x-javascript	etag:%229a2-62d79721-3c1be83d79ed6e99;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/glitch.js?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/glitche553.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:49	41967/41967	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:48%20GMT	https://marketifythemes.net/wp/cavani/04/category/branding/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/category/branding/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:49	24315/24315	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265e5-62d79722-bf9817134b7f88f;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/particle.js?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/particlee553.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:49	18755/18755	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226489-62d79722-359951a5a3a92dd5;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/ripple.js?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/ripplee553.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:49	39422/39422	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:49%20GMT	https://marketifythemes.net/wp/cavani/04/category/insights/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/category/insights/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:49	39334/39334	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2004:50:49%20GMT	https://marketifythemes.net/wp/cavani/04/category/lifestyle/	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/category/lifestyle/index.html	(from https://marketifythemes.net/wp/cavani/04/)
10:20:49	35434/35434	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%228a80-62d79722-f7e7dca81b4f8e67;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/isotope.js?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/isotopee553.js	(from https://marketifythemes.net/wp/cavani/04/)
10:20:49	20349/20349	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226ca8-62d79721-4e9b43ca40c47e88;gz%22	https://marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/init.js?ver=ver_1.0.4	C:/My%20Web%20Sites/S_profile_website/marketifythemes.net/wp/cavani/04/wp-content/themes/cavani/framework/js/inite553.js	(from https://marketifythemes.net/wp/cavani/04/)
